species-name,common-name,common-name-th,common-name-th2,genus,family,images,num-images,num-observations,,
Aeschynomene indica L.,curly-indigo,หยิกสีคราม,หยิกอินเดียนแดง,aeschynomene,fabaceae,"['https://bs.plantnet.org/image/s/0f50ca194e19528f94b91361cad4445322262f56', 'https://bs.plantnet.org/image/s/bf1736b49f7e6d383434e810af3bbaef1f2f064e', 'https://bs.plantnet.org/image/s/52252b0a3d1dadf2ede3b09391dd43076d35ce48', 'https://bs.plantnet.org/image/s/cd9b82db3423d7d984823d9b1dedb39abd7de64f', 'https://bs.plantnet.org/image/s/fc508e35dd2c8621ecf7e23d0058a0c83693c7e5', 'https://api.plantnet.org/v1/gbif/2949250/map.png']",LC,61,,
Afzelia xylocarpa (Kurz) Craib,,,,afzelia,fabaceae,"['https://bs.plantnet.org/image/s/47cb11f03afad7a1da140a102ce4206670f1ff8a', 'https://bs.plantnet.org/image/s/1ac6e89dfead213255d9f956249dcbe0ba30e02c', 'https://bs.plantnet.org/image/s/60787e144f82e19e5c76be93577f3a480959c7a6', 'https://bs.plantnet.org/image/s/23a5f19119b8ea05e671533ebb69daa1864f4002', 'https://bs.plantnet.org/image/s/3e555aa57849b707e01f452b82847a41ea9673c3', 'https://api.plantnet.org/v1/gbif/5358297/map.png']",EN,9,,
Agathis borneensis Warb.,borneo kauri,เกาะบอร์เนียว คารี,บอร์เนียว Kauri,agathis,araucariaceae,"['https://bs.plantnet.org/image/s/e046117d4071e02760064033cb910ce4b978c44c', 'https://bs.plantnet.org/image/s/9221e6ceb9742afb6ca669927e33b81e1d8b8f5a', 'https://bs.plantnet.org/image/s/f292075ddaf352fdd1aecaee05ddd552d9d722c9', 'https://api.plantnet.org/v1/gbif/5284426/map.png']",EN,3,,
Agathis dammara (Lamb.) Rich. & A.Rich.,dammar kauri,ความหนา,ความหนา,agathis,araucariaceae,"['https://bs.plantnet.org/image/s/eab5a522ecd8df4b81d220d98d018944e86438d5', 'https://bs.plantnet.org/image/s/a9b315a16d1897b46a4c2b5a32148e43458a211d', 'https://bs.plantnet.org/image/s/7f67e7eb644967d47ab30c85277873884e7607e1', 'https://bs.plantnet.org/image/s/1b26128681b8806a095e43992a1538dbc2d9a5b4', 'https://bs.plantnet.org/image/s/6a3fdae69872baf84f69100063f8271191226999', 'https://api.plantnet.org/v1/gbif/5284442/map.png']",VU,6,,
Agathis labillardierei Warb.,new guinea kauri,นิวกินีเคารี,นิวกินีราศีมังกร,agathis,araucariaceae,"['https://bs.plantnet.org/image/s/d9fbf289b00178874632c6c977c08ed122401f82', 'https://bs.plantnet.org/image/s/6767731538f43f10f800d5742afa3a11d32391b4', 'https://api.plantnet.org/v1/gbif/5284400/map.png']",2,1,,
Agathis robusta (C.Moore ex F.Muell.) F.M.Bailey,dundathu-pine,ดันดาทู-ไพน์,Dundathu-pine,agathis,araucariaceae,"['https://bs.plantnet.org/image/s/d3ca7f325524174304e23decd172ba300de0f53e', 'https://bs.plantnet.org/image/s/5c9ee46fe38a79779afb263214947bfaf8ac65c2', 'https://bs.plantnet.org/image/s/9e29f8dce6bb5127cfd0e2d56be97f8096e3419f', 'https://bs.plantnet.org/image/s/ae24a9911a89394255dd3cb526f6f504cf2869f5', 'https://bs.plantnet.org/image/s/bd73d5c3e403af1f88a656fe8e8bc85678885bf2', 'https://api.plantnet.org/v1/gbif/5284418/map.png']",LC,209,,
Agave sisalana Perrine,sisal,ป่านศรนารายณ์,ป่าน,agave,asparagaceae,"['https://bs.plantnet.org/image/s/86b0154056b44bed06d89f8b17a9491813b1f11e', 'https://bs.plantnet.org/image/s/74ad98549908189124adac45043b913215fa41c4', 'https://bs.plantnet.org/image/s/8c5faa937a4bb652cbb58d0045f6f98fec3bd95d', 'https://bs.plantnet.org/image/s/8fd46e241582ab009f60408b15c025bb95f485ac', 'https://bs.plantnet.org/image/s/cb13d8b1fb6a0fad57a1632d065f9adb7248b2a9', 'https://api.plantnet.org/v1/gbif/2766636/map.png']",1414,1104,,
Agave vivipara L.,century plant,พืชศตวรรษ,ศตวรรษ,agave,asparagaceae,"['https://bs.plantnet.org/image/s/8fa40102c430b8c3f83e6082b330451896dd03ed', 'https://bs.plantnet.org/image/s/0b988f23cd797fa591a9cd0dec14acda62e38d6e', 'https://bs.plantnet.org/image/s/bc641bcc4e337cbdc2d6c9f3a59faefaaef1d2c6', 'https://bs.plantnet.org/image/s/fe8ae08395a90e66d300ef7c373ba169c2c5ea6a', 'https://bs.plantnet.org/image/s/8487d9df0edcd2c14c9757c3d449f9f2a1565ce2', 'https://api.plantnet.org/v1/gbif/2766811/map.png']",VU,683,,
Ageratina riparia (Regel) R.M.King & H.Rob.,creeping croftonweed,คลานหญ้าคืบคลาน,Croftonweed กำลังคืบคลาน,ageratina,asteraceae,"['https://bs.plantnet.org/image/s/1b2230f4280e6b7b204d9b6eae3098a17821b71b', 'https://bs.plantnet.org/image/s/a99c4a73e14e7ca7715dcd3da0fa00fd8ba56e51', 'https://bs.plantnet.org/image/s/97fcffeebb90f27dc99ad36b0a37aa7d035615b7', 'https://bs.plantnet.org/image/s/978cfff3ba3e564a6fdf7679401234d0725ed339', 'https://bs.plantnet.org/image/s/f2b79e375f4a0b0a357103ade649bcb3614c1443', 'https://api.plantnet.org/v1/gbif/5400790/map.png']",590,303,,
Ageratum conyzoides (L.) L.,billygoat weed,วัชพืชบิลลี่โกต,Billygoat วัชพืช,ageratum,asteraceae,"['https://bs.plantnet.org/image/s/4332b10b62d4699c377c27607b81a74088a24e71', 'https://bs.plantnet.org/image/s/2b220f838745d669aa852a9e524bc9e494a8ffbb', 'https://bs.plantnet.org/image/s/c1511a089005b8d7242a13b9365e60f9c5c20ecb', 'https://bs.plantnet.org/image/s/6e49f40d3eb2c54b12a2420f1d356e7e1946cbd9', 'https://bs.plantnet.org/image/s/5642e89b4ecb3c4c0b05334c9fe2631403962193', 'https://api.plantnet.org/v1/gbif/5401673/map.png']",883,682,,
Ageratum houstonianum Mill.,bluemink,บลูมิงค์,บลูมิง,ageratum,asteraceae,"['https://bs.plantnet.org/image/s/26aadf1d72adc78da14e201c083064475cd32b7c', 'https://bs.plantnet.org/image/s/6f7a7e4ddc99cf327f99f8be51a5efa4bb5d5372', 'https://bs.plantnet.org/image/s/acad8961f1148bf26ad52ae475b96603d186c9e0', 'https://bs.plantnet.org/image/s/e20f44392e1325e41d860829ac7321cafebc3313', 'https://bs.plantnet.org/image/s/6bac125970e82c7b5cec3f60cc0e627a71abfe77', 'https://api.plantnet.org/v1/gbif/5401760/map.png']",3730,3157,,
Aglaia argentea Blume,,,,aglaia,meliaceae,"['https://bs.plantnet.org/image/s/fedeeb1d2133865ddd89ac3f6f89086cc1f97219', 'https://api.plantnet.org/v1/gbif/5597956/map.png']",LC,1,,
Aglaia elaeagnoidea (A.Juss.) Benth.,coastal boodyarra,บูดี้ยาร์ราชายฝั่ง,ชายฝั่ง Boodyarra,aglaia,meliaceae,"['https://bs.plantnet.org/image/s/4622e860c78c88b0b7d7c5ba163705919cd15a66', 'https://bs.plantnet.org/image/s/30e485106d90ee03f40fd2a69ba4c1090f2ad50f', 'https://bs.plantnet.org/image/s/ad5c2638826ecfc59b98b9ffee9dffed25063821', 'https://bs.plantnet.org/image/s/d1a03151d0609b1ab60259bf3dccad0fa87e5f15', 'https://bs.plantnet.org/image/s/c9fe4cff45c051d518cdefc87fceeb39d4e6abbd', 'https://api.plantnet.org/v1/gbif/5597755/map.png']",LC,122,,
Aglaia exstipulata (Griff.) W.Theob.,,,,aglaia,meliaceae,"['https://bs.plantnet.org/image/s/7fb80791ac0f37dceff2e5f5947ed4f892855b62', 'https://api.plantnet.org/v1/gbif/7271387/map.png']",LR/nt,1,,
Aglaia lawii (Wight) C.J.Saldanha,law's aglaia,กฎหมาย#s aglaia,EGLEIA ของกฎหมาย,aglaia,meliaceae,"['https://bs.plantnet.org/image/s/d17af2d7e64368ac6a18e933db23e0f1891ac6f2', 'https://bs.plantnet.org/image/s/6e34c301f6b305d1266abc9f730d993290dc2cd0', 'https://api.plantnet.org/v1/gbif/7271334/map.png']",LR/lc,2,,
Aglaia leucophylla King,,,,aglaia,meliaceae,"['https://bs.plantnet.org/image/s/ff1be2ee720e1e7104fdf04df4088b34fbcec600', 'https://api.plantnet.org/v1/gbif/5597514/map.png']",LC,1,,
Aglaia malaccensis (Ridl.) Pannell,,,,aglaia,meliaceae,"['https://bs.plantnet.org/image/s/6755a891f5dd797ee8ff41483abcd545ed4e7d44', 'https://api.plantnet.org/v1/gbif/5597458/map.png']",LR/nt,1,,
Aglaia odorata Lour.,chinese perfume plant,โรงงานน้ำหอมจีน,พืชน้ำหอมจีน,aglaia,meliaceae,"['https://bs.plantnet.org/image/s/f15813861a678278704802b5a5f386878fd71f76', 'https://bs.plantnet.org/image/s/6dd7ffd2af2dc3336a7dd2d6cb20d1c71e85d2b0', 'https://bs.plantnet.org/image/s/2ece4e1e058a293d1215e19973d76ca8b9352e16', 'https://bs.plantnet.org/image/s/b5e637cc4b792250c6366dc7dfca79a9792452a6', 'https://bs.plantnet.org/image/s/e40fd9c63e01857bbb0bc45e6be41a628e1e2668', 'https://api.plantnet.org/v1/gbif/5597349/map.png']",LC,53,,
Aglaia odoratissima Blume,,,,aglaia,meliaceae,"['https://bs.plantnet.org/image/s/d11cb68b7033fd6ddc21fc5c20d4395f83e44c37', 'https://api.plantnet.org/v1/gbif/5597346/map.png']",LC,1,,
Aglaia rubiginosa (Hiern) Pannell,,,,aglaia,meliaceae,"['https://bs.plantnet.org/image/s/3c61ca50b41c9cc38461a9cdbbe35976bf305e2f', 'https://api.plantnet.org/v1/gbif/5598019/map.png']",LC,1,,
Aglaia silvestris (M.Roem.) Merr.,,,,aglaia,meliaceae,"['https://bs.plantnet.org/image/s/b41f103443c6b7e8916c6d8a8d97b5e25c02b5a7', 'https://api.plantnet.org/v1/gbif/5597971/map.png']",LC,1,,
Aglaonema commutatum Schott,chinese evergreen,เอเวอร์กรีนจีน,เขียวชอุ่มตลอดปี,aglaonema,araceae,"['https://bs.plantnet.org/image/s/6a5ef517d1f2eb0e76c1175f011ecda9fa0d3877', 'https://bs.plantnet.org/image/s/6055c5be7c8251f33b148610e19bbf4c23168d69', 'https://bs.plantnet.org/image/s/4305361ec69be19b10754cccd30cf336dba4d390', 'https://bs.plantnet.org/image/s/b19d22cf894b560411b219af87fdaa0813ac62e7', 'https://bs.plantnet.org/image/s/19423b6adf68de1743888a50f78075ab47aa786a', 'https://api.plantnet.org/v1/gbif/2866467/map.png']",6588,6061,,
Aglaonema marantifolium Blume,,,,aglaonema,araceae,"['https://bs.plantnet.org/image/s/01b1a3b01ea2dc0b4205f1420b6c027dce2d5b4d', 'https://bs.plantnet.org/image/s/33bf90531cc323207b2a010a24425c1225eee477', 'https://bs.plantnet.org/image/s/07c164958d51f24d598a4a5b7ad25b7f5306b2c4', 'https://bs.plantnet.org/image/s/b988125bb3fb6dc84160305ba88881c18627a21d', 'https://bs.plantnet.org/image/s/f486f76e6a9337fda1ee43fe0696734fdddd63b2', 'https://api.plantnet.org/v1/gbif/2866415/map.png']",19,12,,
Aidia densiflora (Wall.) Masam.,,,,aidia,rubiaceae,"['https://bs.plantnet.org/image/s/1a86d165b4b546c7861935d859e546ebddc550d5', 'https://api.plantnet.org/v1/gbif/2919824/map.png']",LC,1,,
Aidia racemosa (Cav.) Tirveng.,racemose aidia,ราเซโมส เอเดีย,Racemose Aidia,aidia,rubiaceae,"['https://bs.plantnet.org/image/s/4bb5a61d5140ebe4d59f5027aae5b19663d06d85', 'https://api.plantnet.org/v1/gbif/2919891/map.png']",LC,1,,
Ailanthus altissima (Mill.) Swingle,tree of heaven,ต้นไม้แห่งสวรรค์,ต้นไม้แห่งสวรรค์,ailanthus,simaroubaceae,"['https://bs.plantnet.org/image/s/38d745e01fc6cf751ed457fff0ab72aa747b1873', 'https://bs.plantnet.org/image/s/6df48e74c1cc77c2ad02d9b0e4d01eb3424fa7db', 'https://bs.plantnet.org/image/s/3342e4ab4de84808f97a9114bce38d6c00a9619d', 'https://bs.plantnet.org/image/s/e7c925c660575ea63f9a88ebb3d03fc7b3e8c8b7', 'https://bs.plantnet.org/image/s/a3851d5853b381e612a1e1645bb3d49277f23257', 'https://api.plantnet.org/v1/gbif/3190653/map.png']",LC,14190,,
Ailanthus excelsa Roxb.,indian tree-of-heaven,ต้นไม้แห่งสวรรค์ของอินเดีย,ต้นไม้อินเดีย,ailanthus,simaroubaceae,"['https://bs.plantnet.org/image/s/05fcc658b8446ec494ad6ff9860fb3cb16cd2d9b', 'https://bs.plantnet.org/image/s/b603fbdf4951ce2b7e3010c82b9f8ccc484ac00e', 'https://bs.plantnet.org/image/s/7ad25bfcd6e45683780f23a554f4e82e7b34caf8', 'https://bs.plantnet.org/image/s/33a7a674c5d875724ec70112fa5c64fd3d2e9e45', 'https://bs.plantnet.org/image/s/69999cbc1120a7757a76e96e2658cb0bb73ac575', 'https://api.plantnet.org/v1/gbif/3709036/map.png']",DD,21,,
Ailanthus triphysa (Dennst.) Alston,maharukh,มหารุค,มาห์รุข,ailanthus,simaroubaceae,"['https://bs.plantnet.org/image/s/d3fe73c920650c9bc04af84719b8a6241ac3aad9', 'https://bs.plantnet.org/image/s/4bd9a50baf326e020d7f6480cac5a0abd3a90350', 'https://bs.plantnet.org/image/s/09daa686006efe0925a00a02357ebfe2a37694af', 'https://bs.plantnet.org/image/s/70eee1ade9626aef721fcf9bfe5ffe8986b7f758', 'https://bs.plantnet.org/image/s/db234efe468b8b8c6f127b91ba4585beaa41030b', 'https://api.plantnet.org/v1/gbif/3708775/map.png']",LC,7,,
Alangium chinense (Lour.) Harms,,,,alangium,cornaceae,"['https://bs.plantnet.org/image/s/855e0e03a73764f54142f32a37d98e6229f478fa', 'https://bs.plantnet.org/image/s/ef1a22da9476e09e5f3f33d1d94a8f81c4f34037', 'https://bs.plantnet.org/image/s/05da7f8f5bddd3b1cd2f9440710c9c06ae3c4182', 'https://bs.plantnet.org/image/s/823114cedd3d0eee6766fd60228a48e46ae9891b', 'https://bs.plantnet.org/image/s/c886d30dd0b0af02af2b67ec2463d405123ee2fc', 'https://api.plantnet.org/v1/gbif/7326263/map.png']",LC,114,,
Alangium nobile (C.B.Clarke) Harms,,,,alangium,cornaceae,"['https://bs.plantnet.org/image/s/0751159e8ed786b5a38790d64cc2631719e74018', 'https://api.plantnet.org/v1/gbif/8004065/map.png']",LC,1,,
Alangium salviifolium (L.f.) Wangerin,sage-leaf alangium,ส้มใบเสจ,โยน,alangium,cornaceae,"['https://bs.plantnet.org/image/s/bb2199adc2c3380681b84fff8bb956c0b4023b8a', 'https://bs.plantnet.org/image/s/5d90157383c09f96beb6ad9e63e114de7c639b0b', 'https://bs.plantnet.org/image/s/a53c284eeb464114a26301b56f7b4e7ed717fcba', 'https://bs.plantnet.org/image/s/eaf5b16ec1058d4b44042935a7fe685896db730b', 'https://bs.plantnet.org/image/s/91c0b1ce06c11a2e678ea93ae39a91d19d824483', 'https://api.plantnet.org/v1/gbif/3701897/map.png']",LC,23,,
Albizia acle (Blanco) Merr.,akle,เปิด,หิน,albizia,fabaceae,"['https://bs.plantnet.org/image/s/cb3947923a5b33652fd93a983b55f2c1f0f7f59b', 'https://bs.plantnet.org/image/s/be984936ac67da3c245329d5fd799160c66f0d72', 'https://bs.plantnet.org/image/s/d172d669c1dc5edb1b9a9f96b7f2111e8802f3f3', 'https://bs.plantnet.org/image/s/82bb7424798948aad928e03086502dfe8a4b78e8', 'https://api.plantnet.org/v1/gbif/2973075/map.png']",NT,4,,
Albizia carbonaria Britton,naked albizia,อัลบิเซียเปลือยเปล่า,อัลบิซาเซียเปลือยกาย,albizia,fabaceae,"['https://bs.plantnet.org/image/s/0892e902a32fe541008246f14810e915a7c2b2ee', 'https://bs.plantnet.org/image/s/40be9d56dbd84a9d5cbf2defe526dd2de2052ef6', 'https://bs.plantnet.org/image/s/cda3d7e50b5b0df1f6436506514e6cafa12352c2', 'https://bs.plantnet.org/image/s/08ba74a41399ae1afe338a05bbb9bea06a39c3db', 'https://bs.plantnet.org/image/s/ba9e344916f05a188de24bd16d5ff95932b31091', 'https://api.plantnet.org/v1/gbif/2973135/map.png']",LC,59,,
Albizia chinensis (Osbeck) Merr.,chinese albizia,อัลบิเซียจีน,อัลบิซาเซียจีน,albizia,fabaceae,"['https://bs.plantnet.org/image/s/d56d91941ff14c8a1a3ad2c03108b3f72a21cba2', 'https://bs.plantnet.org/image/s/1a3493374c4f5fa52eb02eedc3af75b26e39f556', 'https://bs.plantnet.org/image/s/42ac3af5381e93b374c2ffe837e734172e65c1cc', 'https://bs.plantnet.org/image/s/b2a149cdbaac675a60b351964b14446cf20edf27', 'https://bs.plantnet.org/image/s/663bf5cc682ee650289ebd935b59b47b075bf08b', 'https://api.plantnet.org/v1/gbif/2973197/map.png']",LC,13,,
Albizia lebbeck (L.) Benth.,siris tree,ต้นสิริส,Siris Tree,albizia,fabaceae,"['https://bs.plantnet.org/image/s/914ac37ef09a9bd456604ba4cd59d0e93d2ca99c', 'https://bs.plantnet.org/image/s/96658ccffcb89a62bb537088e847935fd397b1e7', 'https://bs.plantnet.org/image/s/09c516868d19e7411af8628062a8d506b68fc8a9', 'https://bs.plantnet.org/image/s/f81fd5958b71d3341ab12e3e73256d8482dcbef3', 'https://bs.plantnet.org/image/s/dbc404a39923b1462f6031ea66e4e5121baf0b6b', 'https://api.plantnet.org/v1/gbif/2973215/map.png']",LC,1578,,
Albizia odoratissima (L.f.) Benth.,black siris,สิริสีดำ,Siris สีดำ,albizia,fabaceae,"['https://bs.plantnet.org/image/s/886ab7d90bdb241a549d9de9d4cf6e10a4b5a10d', 'https://api.plantnet.org/v1/gbif/2973031/map.png']",LC,1,,
Albizia procera (Roxb.) Benth.,forest siris,สิริป่า,Siris ป่า,albizia,fabaceae,"['https://bs.plantnet.org/image/s/2955a11cb5bfa1e7ad7828d0e417365562e9eacc', 'https://bs.plantnet.org/image/s/8d836a55b991309ad331299fe1e66ffe270830a1', 'https://bs.plantnet.org/image/s/78bfacab3cde8bc87f0c70a5783a2e148467ba4f', 'https://bs.plantnet.org/image/s/141b12d98253541d21a880838a60e2d91590a232', 'https://bs.plantnet.org/image/s/d272ccb132944904f04be389c224a3c591c4ff57', 'https://api.plantnet.org/v1/gbif/2973167/map.png']",LC,28,,
Albizia splendens Miq.,,,,albizia,fabaceae,"['https://bs.plantnet.org/image/s/f9fa4c669f3cc57c69c552d76d64b36143685c65', 'https://api.plantnet.org/v1/gbif/2973131/map.png']",LC,1,,
Alchornea rugosa (Lour.) Müll.Arg.,alchorntree,อัลคอร์นทรี,Alchorntree,alchornea,euphorbiaceae,"['https://bs.plantnet.org/image/s/86e92c83994048f94e7c81a38f24c2098c18301c', 'https://bs.plantnet.org/image/s/b5d5bddb21ce2acb89b15f215a3615be9a090f8b', 'https://bs.plantnet.org/image/s/4ab00a1f02d2f4ab701516f9b786c7ccd823e6ef', 'https://bs.plantnet.org/image/s/864a207b3880ad532edbf4b1f798cff3e0ad11b2', 'https://api.plantnet.org/v1/gbif/3055402/map.png']",LC,4,,
Allamanda cathartica L.,golden-trumpet,ทรัมเป็ตสีทอง,ทองคำ,allamanda,apocynaceae,"['https://bs.plantnet.org/image/s/495df19dace56639038528d050bacc301905691a', 'https://bs.plantnet.org/image/s/27243c037b1c7a0b60ff6917d84553e6d13d9d3d', 'https://bs.plantnet.org/image/s/b3b33d511333e7e91ec447bd82fa8a6942a13852', 'https://bs.plantnet.org/image/s/a791d2323209f102d3a2b319e26ec373ff5ea3ff', 'https://bs.plantnet.org/image/s/195f6df2596b9e45ec96a69b1f1a20e139fcc74f', 'https://api.plantnet.org/v1/gbif/3169836/map.png']",3966,3204,,
Allamanda schottii Pohl,bush allamanda,บุชอัลลามันดา,Bush Allamanda,allamanda,apocynaceae,"['https://bs.plantnet.org/image/s/facfa8099d2c56b1153297b806b71c0a3fb5a9d8', 'https://bs.plantnet.org/image/s/89311c0e61f43c0c4aefc02b0bfa757818f1ca3e', 'https://bs.plantnet.org/image/s/83bf52da130706022aad42a3f8e94c0d63228826', 'https://bs.plantnet.org/image/s/6a2ef5c9018ef9016880463c773d84b21293950d', 'https://bs.plantnet.org/image/s/de8448de5ba098d98ddb9aa0562d6adbfd4db519', 'https://api.plantnet.org/v1/gbif/3169838/map.png']",255,199,,
Allium ampeloprasum L.,broadleaf wild leek,ต้นหอมป่าใบกว้าง,Broadleaf Wild Leek,allium,amaryllidaceae,"['https://bs.plantnet.org/image/s/0899986ed97d05dfcce5c3cdec0c400c9d206712', 'https://bs.plantnet.org/image/s/3db99ecb33e1437c5bbf3846847bf7378fdafee7', 'https://bs.plantnet.org/image/s/5b04958adb2e9be7e62427c261cafbe66052adc7', 'https://bs.plantnet.org/image/s/f0fbb6fb30e554c5a975214073ab66ff8236e862', 'https://bs.plantnet.org/image/s/ed58c36fb42194d18b5ac566d7f24d7c8d67e9e0', 'https://api.plantnet.org/v1/gbif/2856037/map.png']",LC,5596,,
Allium cepa L.,onion,หัวหอม,หัวหอม,allium,amaryllidaceae,"['https://bs.plantnet.org/image/s/559ebdf1c077173058ec5e7bc7a7c1e1cb58f3a7', 'https://bs.plantnet.org/image/s/dea64f6f527d4e4a018d71187d03b67429850cca', 'https://bs.plantnet.org/image/s/3668b19e8625fb85d54cc79ae44c14455678d361', 'https://bs.plantnet.org/image/s/3202af51f8142842717aa63968ca2bdb786ca48d', 'https://bs.plantnet.org/image/s/9e37b8d8bc4796841fb7c302082f066032675803', 'https://api.plantnet.org/v1/gbif/2857697/map.png']",2661,2278,,
Allium fistulosum L.,spring onion,ต้นหอม,ต้นหอมฤดูใบไม้ผลิ,allium,amaryllidaceae,"['https://bs.plantnet.org/image/s/b0882620c437f7e558c60ab30e2da43450a9104b', 'https://bs.plantnet.org/image/s/6a1e6369b0e5b576027a011a844f2441d89a477c', 'https://bs.plantnet.org/image/s/50f032c957c382ad44e7ee72f3d6b0bd8ea44360', 'https://bs.plantnet.org/image/s/c65375f2524547dd533acd12771b2764a89c9e80', 'https://bs.plantnet.org/image/s/dafe64638d057aa5eefc813de43da19970156747', 'https://api.plantnet.org/v1/gbif/2856504/map.png']",707,611,,
Allium sativum L.,garlic,กระเทียม,กระเทียม,allium,amaryllidaceae,"['https://bs.plantnet.org/image/s/d5923bce6127a4ce170642b86dbcc5ab449cd969', 'https://bs.plantnet.org/image/s/7d880c26e316a1511ccb0354d9f17ea17378d43e', 'https://bs.plantnet.org/image/s/0c26b7db57367cee64bdde80e38c2b7608db256d', 'https://bs.plantnet.org/image/s/7fd21f396e77a0a62280a1b49b52f44422618d22', 'https://bs.plantnet.org/image/s/fe50da68868420eb3daf70a94e61c4ec9d542122', 'https://api.plantnet.org/v1/gbif/2856681/map.png']",1419,1189,,
